  0.1597890094824719E+00  -0.3333333333333334E+00  -0.3333333333333334E+00
  0.1422476044647571E+00  -0.1498275787958230E+00  -0.7003448424083538E+00
  0.1422476044647571E+00  -0.1498275787958230E+00  -0.1498275787958230E+00
  0.1422476044647571E+00  -0.7003448424083538E+00  -0.1498275787958230E+00
  0.1644763738092820E-01  -0.9533822649800001E+00   0.9067645299600000E+00
  0.1644763738092820E-01  -0.9533822649800001E+00  -0.9533822649799997E+00
  0.1644763738092820E-01   0.9067645299600000E+00  -0.9533822649800004E+00
  0.9086118459233831E-01   0.2566148004269897E+00  -0.7041487475809312E+00
  0.9086118459233831E-01  -0.5524660528460585E+00  -0.7041487475809312E+00
  0.9086118459233831E-01  -0.5524660528460583E+00   0.2566148004269897E+00
  0.9086118459233831E-01   0.2566148004269897E+00  -0.5524660528460588E+00
  0.9086118459233831E-01  -0.7041487475809314E+00  -0.5524660528460582E+00
  0.9086118459233831E-01  -0.7041487475809312E+00   0.2566148004269897E+00
  0.6177331376912751E-01   0.6421441399712604E+00  -0.9287348808249938E+00
  0.6177331376912751E-01  -0.7134092591462664E+00  -0.9287348808249938E+00
  0.6177331376912751E-01  -0.7134092591462664E+00   0.6421441399712602E+00
  0.6177331376912751E-01   0.6421441399712604E+00  -0.7134092591462668E+00
  0.6177331376912751E-01  -0.9287348808249939E+00  -0.7134092591462662E+00
  0.6177331376912751E-01  -0.9287348808249936E+00   0.6421441399712604E+00
  0.7471971246861288E-01   0.2226276523627935E+00  -0.9401079360916559E+00
  0.7471971246861288E-01  -0.2825197162711374E+00  -0.9401079360916559E+00
  0.7471971246861288E-01  -0.2825197162711376E+00   0.2226276523627935E+00
  0.7471971246861288E-01   0.2226276523627935E+00  -0.2825197162711378E+00
  0.7471971246861288E-01  -0.9401079360916560E+00  -0.2825197162711371E+00
  0.7471971246861288E-01  -0.9401079360916557E+00   0.2226276523627935E+00
