  0.2335725514527590E+00  -0.5014265096581793E+00   0.2853019316358507E-02
  0.2335725514527590E+00  -0.5014265096581793E+00  -0.5014265096581791E+00
  0.2335725514527590E+00   0.2853019316358507E-02  -0.5014265096581793E+00
  0.1016898127404136E+00  -0.8738219710169958E+00   0.7476439420339911E+00
  0.1016898127404136E+00  -0.8738219710169958E+00  -0.8738219710169954E+00
  0.1016898127404136E+00   0.7476439420339911E+00  -0.8738219710169959E+00
  0.1657021512367470E+00   0.2730049982427973E+00  -0.8937099003103661E+00
  0.1657021512367470E+00  -0.3792950979324310E+00  -0.8937099003103661E+00
  0.1657021512367470E+00  -0.3792950979324312E+00   0.2730049982427973E+00
  0.1657021512367470E+00   0.2730049982427973E+00  -0.3792950979324314E+00
  0.1657021512367470E+00  -0.8937099003103663E+00  -0.3792950979324306E+00
  0.1657021512367470E+00  -0.8937099003103660E+00   0.2730049982427973E+00
