  0.8432517747402209E-01  -0.6455889351750124E+00   0.2911778703500245E+00
  0.8432517747402209E-01  -0.6455889351750124E+00  -0.6455889351750119E+00
  0.8432517747402209E-01   0.2911778703500245E+00  -0.6455889351750124E+00
  0.4376716273886106E-01  -0.2207217927565119E-01  -0.9558556414486977E+00
  0.4376716273886106E-01  -0.2207217927565119E-01  -0.2207217927565142E-01
  0.4376716273886106E-01  -0.9558556414486977E+00  -0.2207217927565075E-01
  0.6557670708833437E-01  -0.1647105613191210E+00  -0.6705788773617578E+00
  0.6557670708833437E-01  -0.1647105613191210E+00  -0.1647105613191212E+00
  0.6557670708833437E-01  -0.6705788773617578E+00  -0.1647105613191210E+00
  0.9846807204840168E-02  -0.9612180775025105E+00   0.9224361550050209E+00
  0.9846807204840168E-02  -0.9612180775025105E+00  -0.9612180775025101E+00
  0.9846807204840168E-02   0.9224361550050209E+00  -0.9612180775025110E+00
  0.2886739933960970E-01  -0.8764002338179664E+00   0.7528004676359323E+00
  0.2886739933960970E-01  -0.8764002338179664E+00  -0.8764002338179661E+00
  0.2886739933960970E-01   0.7528004676359323E+00  -0.8764002338179667E+00
  0.1035482090145808E+00  -0.4530449433823672E+00  -0.9391011323526544E-01
  0.1035482090145808E+00  -0.4530449433823672E+00  -0.4530449433823672E+00
  0.1035482090145808E+00  -0.9391011323526544E-01  -0.4530449433823674E+00
  0.4933150642506864E-01   0.5412171095498686E+00  -0.8857504851928161E+00
  0.4933150642506864E-01  -0.6554666243570526E+00  -0.8857504851928161E+00
  0.4933150642506864E-01  -0.6554666243570524E+00   0.5412171095498686E+00
  0.4933150642506864E-01   0.5412171095498686E+00  -0.6554666243570526E+00
  0.4933150642506864E-01  -0.8857504851928159E+00  -0.6554666243570526E+00
  0.4933150642506864E-01  -0.8857504851928157E+00   0.5412171095498686E+00
  0.1002045767700831E-01   0.7595143427403419E+00  -0.9974633381342213E+00
  0.1002045767700831E-01  -0.7620510046061202E+00  -0.9974633381342213E+00
  0.1002045767700831E-01  -0.7620510046061204E+00   0.7595143427403419E+00
  0.1002045767700831E-01   0.7595143427403419E+00  -0.7620510046061209E+00
  0.1002045767700831E-01  -0.9974633381342216E+00  -0.7620510046061196E+00
  0.1002045767700831E-01  -0.9974633381342206E+00   0.7595143427403419E+00
  0.7714302157410508E-01  -0.3262770804073404E+00  -0.8141675012861198E+00
  0.7714302157410508E-01   0.1404445816934603E+00  -0.8141675012861198E+00
  0.7714302157410508E-01   0.1404445816934603E+00  -0.3262770804073406E+00
  0.7714302157410508E-01  -0.3262770804073404E+00   0.1404445816934603E+00
  0.7714302157410508E-01  -0.8141675012861197E+00   0.1404445816934605E+00
  0.7714302157410508E-01  -0.8141675012861199E+00  -0.3262770804073400E+00
  0.2887261622702723E-01   0.3739603356161301E+00  -0.9707060998887421E+00
  0.2887261622702723E-01  -0.4032542357273878E+00  -0.9707060998887421E+00
  0.2887261622702723E-01  -0.4032542357273874E+00   0.3739603356161298E+00
  0.2887261622702723E-01   0.3739603356161301E+00  -0.4032542357273878E+00
  0.2887261622702723E-01  -0.9707060998887422E+00  -0.4032542357273872E+00
  0.2887261622702723E-01  -0.9707060998887421E+00   0.3739603356161301E+00
