  0.9983666985616256E-01  -0.1197767026828128E+00  -0.7604465946343746E+00
  0.9983666985616256E-01  -0.1197767026828128E+00  -0.1197767026828128E+00
  0.9983666985616256E-01  -0.7604465946343746E+00  -0.1197767026828126E+00
  0.4853367616289148E-01  -0.2359249810891983E-01  -0.9528150037821602E+00
  0.4853367616289148E-01  -0.2359249810891983E-01  -0.2359249810891995E-01
  0.4853367616289148E-01  -0.9528150037821602E+00  -0.2359249810891961E-01
  0.1586328501995683E-01  -0.9507072731273151E+00   0.9014145462546299E+00
  0.1586328501995683E-01  -0.9507072731273151E+00  -0.9507072731273146E+00
  0.1586328501995683E-01   0.9014145462546299E+00  -0.9507072731273154E+00
  0.5697210413771433E-01  -0.7814843446814238E+00   0.5629686893628474E+00
  0.5697210413771433E-01  -0.7814843446814238E+00  -0.7814843446814234E+00
  0.5697210413771433E-01   0.5629686893628474E+00  -0.7814843446814240E+00
  0.1250824263918600E+00  -0.4570749859701936E+00  -0.8585002805961284E-01
  0.1250824263918600E+00  -0.4570749859701936E+00  -0.4570749859701936E+00
  0.1250824263918600E+00  -0.8585002805961284E-01  -0.4570749859701938E+00
  0.3016735515300896E-01   0.7026755850204189E+00  -0.9572350194876947E+00
  0.3016735515300896E-01  -0.7454405655327240E+00  -0.9572350194876947E+00
  0.3016735515300896E-01  -0.7454405655327240E+00   0.7026755850204189E+00
  0.3016735515300896E-01   0.7026755850204189E+00  -0.7454405655327244E+00
  0.3016735515300896E-01  -0.9572350194876952E+00  -0.7454405655327232E+00
  0.3016735515300896E-01  -0.9572350194876942E+00   0.7026755850204189E+00
  0.8645472731883969E-01   0.2564995033673374E+00  -0.7674079606442300E+00
  0.8645472731883969E-01  -0.4890915427231074E+00  -0.7674079606442300E+00
  0.8645472731883969E-01  -0.4890915427231072E+00   0.2564995033673372E+00
  0.8645472731883969E-01   0.2564995033673374E+00  -0.4890915427231074E+00
  0.8645472731883969E-01  -0.7674079606442300E+00  -0.4890915427231072E+00
  0.8645472731883969E-01  -0.7674079606442298E+00   0.2564995033673376E+00
  0.4356717007719208E-01   0.3706203278126881E+00  -0.9539316872894850E+00
  0.4356717007719208E-01  -0.4166886405232030E+00  -0.9539316872894850E+00
  0.4356717007719208E-01  -0.4166886405232030E+00   0.3706203278126878E+00
  0.4356717007719208E-01   0.3706203278126881E+00  -0.4166886405232032E+00
  0.4356717007719208E-01  -0.9539316872894851E+00  -0.4166886405232028E+00
  0.4356717007719208E-01  -0.9539316872894850E+00   0.3706203278126885E+00
