  0.1542990698296224E+00  -0.2020613940682928E+00  -0.5958772118634141E+00
  0.1542990698296224E+00  -0.2020613940682928E+00  -0.2020613940682930E+00
  0.1542990698296224E+00  -0.5958772118634141E+00  -0.2020613940682928E+00
  0.1854012657920993E-02   0.6922209654152511E-01  -0.1138444193083050E+01
  0.1854012657920993E-02   0.6922209654152511E-01   0.6922209654152489E-01
  0.1854012657920993E-02  -0.1138444193083050E+01   0.6922209654152534E-01
  0.7236908100683462E-01  -0.7612981754348428E+00   0.5225963508696854E+00
  0.7236908100683462E-01  -0.7612981754348428E+00  -0.7612981754348425E+00
  0.7236908100683462E-01   0.5225963508696854E+00  -0.7612981754348430E+00
  0.2731946200535507E-01  -0.9352701037774493E+00   0.8705402075548985E+00
  0.2731946200535507E-01  -0.9352701037774493E+00  -0.9352701037774489E+00
  0.2731946200535507E-01   0.8705402075548985E+00  -0.9352701037774497E+00
  0.1186459547615507E+00  -0.5933801991374368E+00   0.1867603982748731E+00
  0.1186459547615507E+00  -0.5933801991374368E+00  -0.5933801991374366E+00
  0.1186459547615507E+00   0.1867603982748731E+00  -0.5933801991374368E+00
  0.1046742239244105E+00   0.1864024268564235E+00  -0.8996437233790090E+00
  0.1046742239244105E+00  -0.2867587034774144E+00  -0.8996437233790090E+00
  0.1046742239244105E+00  -0.2867587034774144E+00   0.1864024268564233E+00
  0.1046742239244105E+00   0.1864024268564235E+00  -0.2867587034774146E+00
  0.1046742239244105E+00  -0.8996437233790088E+00  -0.2867587034774144E+00
  0.1046742239244105E+00  -0.8996437233790088E+00   0.1864024268564235E+00
  0.4141531927828098E-01   0.6149780063195847E+00  -0.9579559669276683E+00
  0.4141531927828098E-01  -0.6570220393919164E+00  -0.9579559669276683E+00
  0.4141531927828098E-01  -0.6570220393919162E+00   0.6149780063195847E+00
  0.4141531927828098E-01   0.6149780063195847E+00  -0.6570220393919166E+00
  0.4141531927828098E-01  -0.9579559669276680E+00  -0.6570220393919164E+00
  0.4141531927828098E-01  -0.9579559669276678E+00   0.6149780063195847E+00
